start_date,end_date,duration,consent,condition,condition_for,condition_rol,timeEvent_forVic,moral,dim,color,visualDetail,sound,smell,touch,taste,vivid,detail,comprehensible,complex,realistic,location,setting,objects,people,time,year,season,day,hour,long,tone,implicationsThen,implicationsNow,felt,valenceThen,intensityThen,valenceNow,intensityNow,thoughts,reveal,before,after,accuracy,oftenThought,oftenTalked,timeEvent_unPer,check_time_unPer,attncheck_unPer,age,gender,education,language,race,attn_check_cond
3/18/20 18:51,3/18/20 18:59,478,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,3,6,6,4,3,5,6,5,5,6,6,3,6,6,5,3,5,6,5,5,5,5,5,3,3,3,5,2,5,3,5,6,3,5,6,5,2,2,NA,NA,NA,25,Male,High School / GED,English,Caucasian/White,TRUE
3/18/20 18:49,3/18/20 18:59,635,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,1,5,7,5,5,1,4,1,5,5,5,1,7,6,6,5,5,5,5,5,5,5,3,1,3,1,6,6,5,1,5,5,5,3,4,5,2,3,NA,NA,NA,38,Female,4-year College Degree,English,Latino/Hispanic,TRUE
3/18/20 18:43,3/18/20 18:59,964,Accept HIT,ForgVic,Forgiveness,Victim,12-Apr,7,7,6,5,1,1,1,1,7,7,7,1,7,7,7,4,7,7,7,7,7,6,1,1,7,7,7,1,7,1,7,7,7,6,7,7,7,5,NA,NA,NA,61,Female,4-year College Degree,English,African American/Black,TRUE
3/18/20 18:48,3/18/20 18:59,657,Accept HIT,ForgVic,Forgiveness,Victim,13-Jan,6,5,4,3,2,2,3,2,5,5,6,3,7,6,3,4,4,5,6,6,5,3,5,2,5,5,5,2,6,3,3,6,5,3,4,6,2,2,NA,NA,NA,49,male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:53,3/18/20 18:59,382,Accept HIT,ForgVic,Forgiveness,Victim,12-Oct,4,7,6,6,2,1,2,2,5,6,7,6,5,6,6,5,6,7,2,7,7,7,5,1,5,7,6,1,7,2,4,4,1,3,5,5,7,2,NA,NA,NA,34,male,High School / GED,english,Caucasian/White,TRUE
3/18/20 18:45,3/18/20 18:59,850,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,7,5,6,3,5,2,5,1,6,6,6,6,7,7,5,5,5,5,7,5,3,4,3,1,7,7,7,1,7,2,5,5,7,3,1,6,6,3,"April, 2011",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",30,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:52,3/18/20 19:00,447,Accept HIT,ForgVic,Forgiveness,Victim,Febuary 2018,5,6,6,3,1,1,1,1,5,6,6,6,6,5,7,6,6,6,6,7,6,6,3,4,3,3,5,3,6,4,2,6,6,5,5,1,2,5,NA,NA,NA,35,Female,4-year College Degree,English,Asian/Asian American,TRUE
3/18/20 18:50,3/18/20 19:00,607,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,5,7,5,7,1,1,1,5,2,5,5,7,7,7,5,6,3,6,1,3,2,5,2,6,2,6,1,7,2,5,3,6,1,1,3,3,1,NA,NA,NA,44,Male,High School / GED,English,Caucasian/White,TRUE
3/18/20 18:55,3/18/20 19:00,326,Accept HIT,ForgVic,Forgiveness,Victim,13-Jun,4,2,7,2,3,1,1,1,3,2,4,3,6,4,5,4,3,2,4,2,3,3,3,2,5,2,6,3,6,4,2,5,5,4,2,4,1,2,NA,NA,NA,41,Male,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:51,3/18/20 19:01,582,Accept HIT,ForgVic,Forgiveness,Victim,19-Dec,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,25,Male,4-year College Degree,English,Asian/Asian American,TRUE
3/18/20 18:51,3/18/20 19:01,592,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,1,7,7,5,3,1,2,1,7,7,7,5,7,7,7,7,7,7,7,7,7,7,2,4,2,2,7,3,5,3,4,6,6,7,5,7,5,2,20-Mar,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",36,m,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:39,3/18/20 19:01,1281,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,2,5,6,3,3,1,2,1,5,4,6,2,7,2,3,5,5,4,4,4,4,5,2,2,2,1,6,2,3,3,3,5,2,4,4,2,1,1,NA,NA,NA,33,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:52,3/18/20 19:01,526,Accept HIT,UnforgVic,No forgiveness,Victim,NA,2,6,2,6,1,1,1,1,6,6,6,6,7,1,6,1,2,7,2,6,7,7,2,2,1,7,6,2,7,2,5,6,7,5,1,6,5,1,NA,NA,NA,57,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:55,3/18/20 19:01,328,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,7,7,6,6,1,1,1,7,5,6,2,6,7,7,6,6,7,7,7,7,7,3,2,3,3,6,1,7,2,5,5,2,3,1,5,5,2,NA,NA,NA,21,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:58,3/18/20 19:01,202,Accept HIT,ForgVic,Forgiveness,Victim,17-Jan,5,7,7,5,7,1,2,5,7,7,3,3,7,7,7,5,6,3,5,3,6,3,6,5,7,3,7,4,7,2,7,7,2,3,5,7,6,5,NA,NA,NA,20,Female,2-year College Degree,English,Asian/Asian American,TRUE
3/18/20 18:49,3/18/20 19:01,760,Accept HIT,ForgVic,Forgiveness,Victim,"May, 2013",7,6,6,6,2,2,7,1,6,6,7,5,7,7,7,7,5,2,6,6,4,2,2,1,6,7,7,1,7,1,5,5,5,3,7,7,3,3,NA,NA,NA,41,Female,Some College,English,"Caucasian/White,Latino/Hispanic",TRUE
3/18/20 18:52,3/18/20 19:01,543,Accept HIT,ForgVic,Forgiveness,Victim,15-Sep,3,7,6,5,7,6,4,2,6,6,6,3,6,5,6,5,4,5,5,5,6,5,7,2,5,5,4,2,6,3,5,5,4,6,7,4,4,4,NA,NA,NA,40,F,"Professional Degree (JD, MD)",English,Caucasian/White,TRUE
3/18/20 18:54,3/18/20 19:01,429,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,5,4,5,2,1,2,1,5,6,5,4,5,6,6,5,4,6,6,6,5,5,4,4,5,6,6,2,5,3,6,6,3,5,5,1,7,3,NA,NA,NA,47,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:55,3/18/20 19:01,382,Accept HIT,ForgVic,Forgiveness,Victim,"October, 2015",4,5,5,5,5,1,1,1,6,4,6,1,7,6,5,5,6,3,1,2,3,3,3,1,6,3,7,1,7,2,5,6,7,1,6,6,6,2,NA,NA,NA,42,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:52,3/18/20 19:02,580,Accept HIT,UnforgVic,No forgiveness,Victim,NA,4,6,5,5,5,1,1,1,6,6,6,5,6,6,6,6,6,6,7,7,6,4,3,2,5,5,6,2,6,1,7,6,5,4,5,6,5,2,NA,NA,NA,44,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:50,3/18/20 19:02,721,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,7,5,7,5,1,7,1,7,7,7,5,7,7,7,4,6,7,5,5,1,4,3,1,7,7,7,1,7,1,7,6,4,6,4,1,4,4,NA,NA,NA,61,Female,Some College,English,Caucasian/White,TRUE
3/18/20 18:56,3/18/20 19:02,367,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,3,6,3,3,2,1,5,3,3,5,2,5,7,6,2,3,3,5,6,2,3,2,1,2,6,2,5,2,2,5,3,5,2,3,4,3,2,16-Nov,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",33,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:52,3/18/20 19:02,598,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,4,6,5,2,1,1,1,4,3,6,2,6,7,5,6,4,5,5,2,2,5,2,1,5,3,6,1,6,3,3,2,5,4,2,5,3,1,NA,NA,NA,29,Female,2-year College Degree,English,African American/Black,TRUE
3/18/20 18:52,3/18/20 19:03,641,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,5,5,5,3,2,4,2,5,4,5,3,5,5,5,5,3,5,5,2,5,2,3,2,2,6,5,2,6,2,5,3,3,2,4,5,6,5,16-Dec,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",21,Male,Some College,English,Caucasian/White,TRUE
3/18/20 18:52,3/18/20 19:03,692,Accept HIT,ForgVic,Forgiveness,Victim,"March, 2018",3,6,6,5,5,2,2,1,6,6,6,6,4,7,5,5,6,7,7,6,7,6,5,3,7,6,7,1,7,3,6,6,5,3,2,5,7,5,NA,NA,NA,32,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:56,3/18/20 19:03,450,Accept HIT,ForgVic,Forgiveness,Victim,19-Jan,6,6,6,5,5,1,2,1,6,6,7,5,7,5,6,2,6,6,6,6,6,3,3,2,6,5,7,2,6,2,5,6,6,6,6,7,5,3,NA,NA,NA,34,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:41,3/18/20 19:03,1310,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,NA,NA,NA,26,Male,4-year College Degree,English,African American/Black,TRUE
3/18/20 18:59,3/18/20 19:03,234,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,3,7,3,2,1,3,1,3,2,5,5,6,6,6,2,2,2,3,2,3,1,3,1,5,6,7,1,6,2,5,5,3,5,2,5,5,3,NA,NA,NA,28,female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 19:00,3/18/20 19:04,234,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,28,female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:53,3/18/20 19:04,701,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,5,7,2,1,1,1,1,1,7,6,7,7,7,6,5,5,2,4,7,5,7,2,3,1,5,5,7,4,7,4,5,7,4,3,5,5,5,3,NA,NA,NA,58,female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:39,3/18/20 19:04,1500,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,5,4,3,5,5,4,3,4,3,5,6,4,5,5,5,6,5,4,6,5,5,5,5,5,4,5,4,3,5,2,3,5,5,5,5,5,4,3,1/12/20,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",33,female,4-year College Degree,english,Asian/Asian American,TRUE
3/18/20 18:46,3/18/20 19:04,1105,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,7,7,6,3,3,3,4,7,6,5,5,6,7,7,6,7,7,6,7,7,7,4,2,6,7,6,1,5,2,6,5,5,5,6,2,7,6,NA,NA,NA,52,male,Some College,english,"Caucasian/White,Native American/Alaskan",TRUE
3/18/20 18:59,3/18/20 19:04,350,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,7,7,1,7,7,1,1,1,7,7,7,7,1,1,1,1,7,7,7,7,7,7,7,1,7,7,7,1,7,1,7,7,7,1,7,1,7,1,NA,NA,NA,25,Male,2-year College Degree,English,"Caucasian/White,Latino/Hispanic",TRUE
3/18/20 18:59,3/18/20 19:05,346,Accept HIT,ForgVic,Forgiveness,Victim,13-Jan,6,5,6,3,5,1,1,1,7,6,7,3,7,5,7,6,6,6,6,5,2,3,4,2,7,4,7,1,6,3,5,5,4,2,4,7,3,2,NA,NA,NA,25,female,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:55,3/18/20 19:05,610,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,7,4,7,7,3,1,1,1,7,7,7,4,7,7,7,7,7,7,7,7,7,7,5,5,7,7,7,1,7,1,7,7,7,7,1,7,7,1,"December, 2014",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",25,Male,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 19:01,3/18/20 19:05,231,Accept HIT,ForgVic,Forgiveness,Victim,19-Sep,6,5,6,5,4,1,1,1,3,5,5,3,5,5,5,5,7,5,6,5,2,4,6,1,7,3,6,2,5,2,4,3,3,1,1,3,3,3,NA,NA,NA,31,Male,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:57,3/18/20 19:05,522,Accept HIT,ForgVic,Forgiveness,Victim,15-Nov,4,7,7,6,6,1,1,1,7,7,7,5,7,7,7,6,7,7,7,7,4,7,5,2,7,5,7,2,6,3,3,7,4,5,4,7,5,6,NA,NA,NA,37,Male,Masters Degree,English,"Caucasian/White,Native American/Alaskan,Latino/Hispanic",TRUE
3/18/20 18:46,3/18/20 19:05,1143,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,6,6,7,6,3,6,2,6,6,5,6,7,7,6,2,2,6,5,6,6,5,2,2,7,6,5,3,6,3,6,2,5,5,3,7,3,5,"May, 2018",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",29,Male,Some College,English,"Caucasian/White,Latino/Hispanic",TRUE
3/18/20 18:51,3/18/20 19:06,872,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,1,5,3,1,1,1,1,1,6,4,7,2,7,7,6,4,3,6,6,6,3,5,2,3,5,5,6,5,5,4,4,6,2,2,5,4,4,2,"April, 2011",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",61,Female,4-year College Degree,Spanish,Latino/Hispanic,TRUE
3/18/20 18:47,3/18/20 19:06,1115,Accept HIT,UnforgVic,No forgiveness,Victim,NA,5,7,6,4,7,1,1,1,6,7,6,4,7,5,3,5,6,7,3,6,3,7,3,2,7,5,7,2,7,2,7,7,6,2,7,1,6,2,NA,NA,NA,38,Male,Some College,English,Caucasian/White,TRUE
3/18/20 18:51,3/18/20 19:06,878,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,3,2,5,3,1,1,1,5,3,7,2,6,5,6,5,2,3,5,2,5,2,3,3,6,5,5,2,6,3,3,2,2,1,5,5,6,2,NA,NA,NA,27,Male,Some College,English,Caucasian/White,TRUE
3/18/20 18:50,3/18/20 19:06,952,Accept HIT,ForgVic,Forgiveness,Victim,"October,2015",6,6,3,5,5,2,5,3,6,5,5,5,5,5,5,5,5,6,5,5,5,5,6,3,5,5,5,2,5,2,5,5,5,5,5,5,5,5,NA,NA,NA,31,male,2-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:58,3/18/20 19:06,493,Accept HIT,ForgVic,Forgiveness,Victim,11-Jul,2,3,5,5,3,1,2,1,5,2,7,1,7,4,6,3,3,6,2,3,2,4,3,2,1,4,3,1,3,4,2,2,1,1,3,1,2,2,NA,NA,NA,30,Female,4-year College Degree,English,Latino/Hispanic,TRUE
3/18/20 18:57,3/18/20 19:06,557,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,3,7,5,1,2,2,1,4,3,2,2,6,7,7,6,1,7,6,5,1,7,1,1,3,7,2,2,5,3,2,2,1,1,3,5,3,1,13-Jul,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",24,male,Some College,english,Caucasian/White,TRUE
3/18/20 18:45,3/18/20 19:06,1288,Accept HIT,UnforgVic,No forgiveness,Victim,NA,5,7,1,7,5,1,1,1,7,7,7,7,7,7,7,6,7,7,7,6,6,5,2,1,3,3,7,1,7,1,7,7,6,6,2,7,7,2,NA,NA,NA,62,M,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:54,3/18/20 19:06,744,Accept HIT,ForgVic,Forgiveness,Victim,18-Nov,5,7,2,2,6,1,1,1,7,6,6,3,7,6,6,4,5,7,7,6,2,6,4,2,5,4,7,2,6,2,6,7,3,2,5,7,2,4,NA,NA,NA,42,Male,Masters Degree,English,Asian/Asian American,TRUE
3/18/20 18:55,3/18/20 19:06,710,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,6,6,4,6,1,1,1,5,5,6,5,5,7,6,5,5,6,6,7,5,3,3,1,3,5,6,1,7,3,5,5,4,6,5,3,4,3,"September, 2014",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",66,Female,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:57,3/18/20 19:06,558,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,6,7,7,3,1,1,1,7,7,7,3,7,7,7,6,4,7,7,7,7,7,2,1,6,1,6,1,7,2,7,7,2,7,7,1,2,2,NA,NA,NA,34,M,Masters Degree,English,Caucasian/White,TRUE
3/18/20 18:56,3/18/20 19:06,625,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,2,3,3,5,1,1,1,1,3,4,3,3,5,5,5,4,5,3,3,5,1,3,3,2,5,4,6,1,7,3,5,5,2,5,3,3,5,2,"November, 2019",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",42,Female,Some College,English,Caucasian/White,TRUE
3/18/20 18:58,3/18/20 19:07,522,Accept HIT,ForgVic,Forgiveness,Victim,20-Jan,7,7,7,7,5,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,3,7,1,7,7,7,1,7,1,7,7,7,7,7,7,7,5,NA,NA,NA,44,Female,Some College,English,African American/Black,TRUE
3/18/20 19:01,3/18/20 19:07,347,Accept HIT,ForgVic,Forgiveness,Victim,"May, 2018",6,5,3,5,5,7,2,1,4,5,5,3,5,7,7,5,5,5,5,5,3,2,3,1,4,5,7,1,6,2,6,7,3,3,2,4,3,2,NA,NA,NA,30,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:59,3/18/20 19:07,504,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,5,4,5,2,5,2,4,2,4,3,5,2,5,6,5,3,3,3,5,5,3,5,2,3,5,2,5,3,5,3,2,3,2,3,4,5,2,3,NA,NA,NA,23,Male,4-year College Degree,English,Asian/Asian American,TRUE
3/18/20 18:59,3/18/20 19:08,514,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,1,5,6,6,1,1,1,5,7,7,7,3,7,7,6,6,6,7,5,7,7,6,5,1,6,3,7,6,6,2,2,7,7,7,7,1,1,2,"August, 2015",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",41,Male,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:43,3/18/20 19:08,1519,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,7,4,7,5,1,1,5,1,4,3,4,3,3,4,5,3,4,2,3,2,5,2,2,1,7,7,6,1,7,1,7,3,7,4,7,6,6,3,NA,NA,NA,36,Male,Some College,English,Asian/Asian American,TRUE
3/18/20 19:00,3/18/20 19:08,472,Accept HIT,ForgVic,Forgiveness,Victim,13-Jan,5,5,6,4,2,2,3,1,3,4,5,5,6,3,5,3,5,5,6,4,5,1,3,3,4,5,6,2,5,2,4,6,5,2,5,6,3,3,NA,NA,NA,28,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:46,3/18/20 19:08,1312,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,3,6,6,6,1,1,1,1,6,6,5,3,7,6,6,3,5,7,3,6,6,5,2,3,5,5,7,2,7,3,5,6,3,7,5,1,4,5,NA,NA,NA,56,male,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:58,3/18/20 19:08,616,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,7,7,7,7,4,7,5,7,7,7,2,7,7,7,7,7,7,7,7,7,7,3,2,5,5,7,4,7,2,4,7,7,7,7,7,2,2,NA,NA,NA,22,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:49,3/18/20 19:08,1154,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,7,6,7,5,2,5,2,7,7,6,6,7,6,6,6,5,4,6,7,6,4,5,1,6,6,7,2,6,1,7,6,4,5,7,6,7,5,NA,NA,NA,29,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 19:00,3/18/20 19:08,521,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,6,5,5,5,5,1,2,1,6,6,7,5,6,7,6,6,6,4,6,6,6,1,2,3,2,6,6,1,6,3,6,6,5,5,5,3,6,2,10-Mar,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",31,female,Masters Degree,english,Caucasian/White,TRUE
3/18/20 18:54,3/18/20 19:09,862,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,6,4,4,6,2,2,2,6,4,4,3,7,6,4,5,6,6,6,6,6,4,3,2,4,5,6,2,7,2,6,6,5,4,5,5,4,3,NA,NA,NA,47,Male,Doctoral Degree,Nepali,Asian/Asian American,TRUE
3/18/20 18:58,3/18/20 19:09,664,Accept HIT,ForgVic,Forgiveness,Victim,"March, 2015",6,6,5,5,5,3,3,3,5,5,5,4,6,5,6,3,5,5,6,5,5,5,3,4,5,3,5,3,3,5,3,5,5,6,3,6,3,5,NA,NA,NA,27,Woman,Some College,English,African American/Black,TRUE
3/18/20 19:04,3/18/20 19:09,332,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,6,5,6,6,7,6,7,6,6,7,6,6,7,6,7,6,7,6,7,5,6,5,5,6,6,6,5,6,7,7,5,7,6,5,6,4,6,NA,NA,NA,24,Male,High School / GED,English,Caucasian/White,TRUE
3/18/20 19:01,3/18/20 19:09,478,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,5,2,5,7,7,1,5,1,2,2,2,7,3,2,2,6,5,2,2,1,2,1,6,6,7,6,1,1,3,1,3,2,7,2,1,4,3,7,12-Oct,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",57,female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 19:02,3/18/20 19:09,426,Accept HIT,ForgVic,Forgiveness,Victim,12-Aug,7,7,7,5,5,1,1,1,7,7,7,7,7,7,5,5,7,3,7,2,5,3,7,1,7,7,7,1,7,1,5,7,6,2,6,7,7,7,NA,NA,NA,36,female,Some College,english,Caucasian/White,TRUE
3/18/20 19:02,3/18/20 19:09,451,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,5,7,7,5,5,7,1,4,4,4,5,7,7,5,3,5,5,5,7,6,3,5,1,7,5,5,3,7,1,4,4,5,5,5,7,5,3,NA,NA,NA,29,Female,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:43,3/18/20 19:10,1614,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,5,6,1,7,3,5,1,5,4,5,4,7,7,7,2,7,3,3,7,2,3,2,3,6,6,7,1,7,1,6,7,2,5,1,7,2,1,NA,NA,NA,31,Male,Some College,English,Latino/Hispanic,TRUE
3/18/20 18:58,3/18/20 19:10,709,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,5,5,5,6,2,1,4,2,5,5,3,3,5,6,5,5,6,5,5,3,5,6,2,5,5,7,3,5,7,2,3,5,5,2,4,5,3,2,"February, 2011",Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",33,male,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:54,3/18/20 19:10,954,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,6,5,2,5,2,1,2,1,6,5,5,5,5,6,3,5,5,6,6,5,5,3,5,2,6,6,5,1,5,2,3,5,5,3,6,5,3,6,NA,NA,NA,55,male,Some College,english,Caucasian/White,TRUE
3/18/20 18:56,3/18/20 19:10,861,Accept HIT,UnforgVic,No forgiveness,Victim,NA,6,6,2,5,4,2,2,2,6,7,6,7,7,6,4,6,6,6,6,5,6,5,3,3,3,5,6,2,6,3,5,6,4,6,6,7,6,2,NA,NA,NA,25,Male,Some College,English,"African American/Black,Latino/Hispanic",TRUE
3/18/20 19:03,3/18/20 19:11,443,Accept HIT,ForgVic,Forgiveness,Victim,19-Apr,6,5,7,3,7,1,2,1,6,5,6,2,7,7,7,5,5,2,4,5,2,3,2,2,5,4,6,2,6,3,4,6,3,2,3,6,2,2,NA,NA,NA,34,Female,High School / GED,English,Caucasian/White,TRUE
3/18/20 19:04,3/18/20 19:11,397,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,3,7,5,5,3,3,3,6,7,7,6,5,6,7,5,6,5,6,6,5,6,6,3,2,6,6,7,1,7,2,6,6,5,6,5,6,6,3,13-Apr,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",35,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 19:02,3/18/20 19:11,555,Accept HIT,UnforgPer,No forgiveness,Perpetrator,NA,7,5,6,5,3,3,4,2,5,5,5,5,3,6,5,3,5,5,6,5,6,2,5,2,5,7,7,2,7,4,7,5,7,6,6,6,6,2,16-Nov,Yes,"A memory in which I harmed another person, and I know the person I harmed did NOT end up forgiving me.",36,Female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 18:57,3/18/20 19:11,859,Accept HIT,ForgVic,Forgiveness,Victim,"March, 2016",5,7,2,5,2,1,1,1,7,7,7,5,7,4,7,2,7,7,7,7,7,7,4,1,4,4,7,1,7,1,6,7,2,7,7,7,7,4,NA,NA,NA,47,Female,2-year College Degree,English,Caucasian/White,TRUE
3/18/20 19:03,3/18/20 19:11,449,Accept HIT,ForgPer,Forgiveness,Perpetrator,NA,3,5,7,6,3,1,2,1,6,5,7,3,6,5,6,4,4,3,4,5,3,5,3,4,7,6,6,4,6,4,4,6,4,3,6,4,3,2,NA,NA,NA,40,male,Masters Degree,English,Caucasian/White,TRUE
3/18/20 19:06,3/18/20 19:11,306,Accept HIT,ForgVic,Forgiveness,Victim,14-Jan,6,7,5,6,3,2,6,1,7,6,4,5,6,6,5,6,6,6,6,6,6,6,4,2,6,6,7,2,6,2,6,6,2,6,7,6,4,3,NA,NA,NA,33,female,4-year College Degree,english,Caucasian/White,TRUE
3/18/20 18:52,3/18/20 19:11,1144,Accept HIT,ForgVic,Forgiveness,Victim,12-Sep,6,6,7,7,6,1,7,1,6,6,6,2,7,7,7,6,6,6,7,6,6,6,5,2,3,3,6,1,6,7,5,7,4,7,6,7,6,5,NA,NA,NA,35,male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 19:02,3/18/20 19:12,588,Accept HIT,ForgVic,Forgiveness,Victim,"February, 2020",3,6,5,6,7,1,1,1,7,7,7,5,7,7,7,5,3,6,7,5,6,2,2,2,6,6,7,1,7,2,4,7,6,3,7,7,6,5,NA,NA,NA,32,Male,Some College,English,Caucasian/White,TRUE
3/18/20 19:01,3/18/20 19:12,636,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,6,7,2,3,1,1,1,6,6,6,2,6,2,6,6,6,7,7,7,4,1,6,2,5,3,5,1,7,2,5,6,6,5,2,1,5,7,NA,NA,NA,30,Male,4-year College Degree,English,Caucasian/White,TRUE
3/18/20 19:06,3/18/20 19:12,381,Accept HIT,UnforgVic,No forgiveness,Victim,NA,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,1,7,1,7,7,3,1,7,7,7,5,NA,NA,NA,31,female,4-year College Degree,english,Caucasian/White,TRUE
